Reward,Win,Sprint,DateTime,Flag
671.41162,False,59,2024-06-17 15:32:28.763582,True
628.11193,False,57,2024-06-17 15:32:28.763582,True
659.69716,False,57,2024-06-17 15:32:28.763582,True
635.78224,False,59,2024-06-17 15:32:28.763582,True
660.87962,False,58,2024-06-17 15:32:28.763582,True
522.22977,False,58,2024-06-17 15:32:28.763582,True
631.73260,False,58,2024-06-17 15:32:28.763582,True
616.74413,False,59,2024-06-17 15:32:28.763582,True
619.34576,False,59,2024-06-17 15:32:28.763582,True
571.19571,False,59,2024-06-17 15:32:28.763582,True
526.47018,False,58,2024-06-17 15:32:28.763582,True
524.98369,False,58,2024-06-17 15:32:28.763582,True
670.81019,False,59,2024-06-17 15:32:28.763582,True
479.96333,False,58,2024-06-17 15:32:28.763582,True
545.85652,False,59,2024-06-17 15:32:28.763582,True
638.46081,False,59,2024-06-17 15:32:28.763582,True
624.74860,False,59,2024-06-17 15:32:28.763582,True
508.72771,False,58,2024-06-17 15:32:28.763582,True
638.36254,False,58,2024-06-17 15:32:28.763582,True
528.91391,False,58,2024-06-17 15:32:28.763582,True
534.56538,False,59,2024-06-17 15:32:28.763582,True
715.98313,False,60,2024-06-17 15:32:28.763582,True
571.28162,False,59,2024-06-17 15:32:28.763582,True
564.72094,False,59,2024-06-17 15:32:28.763582,True
619.61827,False,58,2024-06-17 15:32:28.763582,True
554.22079,False,59,2024-06-17 15:32:28.763582,True
555.01172,False,58,2024-06-17 15:32:28.763582,True
619.23582,False,59,2024-06-17 15:32:28.763582,True
685.05377,False,58,2024-06-17 15:32:28.763582,True
700.10168,False,60,2024-06-17 15:32:28.763582,True
522.53479,False,59,2024-06-17 15:32:28.763582,True
549.51807,False,58,2024-06-17 15:32:28.763582,True
639.07163,False,59,2024-06-17 15:32:28.763582,True
525.70541,False,58,2024-06-17 15:32:28.763582,True
484.36589,False,58,2024-06-17 15:32:28.763582,True
724.94610,False,58,2024-06-17 15:32:28.763582,True
539.84155,False,59,2024-06-17 15:32:28.763582,True
595.68331,False,58,2024-06-17 15:32:28.763582,True
550.91197,False,58,2024-06-17 15:32:28.763582,True
672.43838,False,58,2024-06-17 15:32:28.763582,True
476.29126,False,57,2024-06-17 15:32:28.763582,True
528.83542,False,57,2024-06-17 15:32:28.763582,True
595.72542,False,59,2024-06-17 15:32:28.763582,True
522.49304,False,58,2024-06-17 15:32:28.763582,True
651.63086,False,59,2024-06-17 15:32:28.763582,True
527.61728,False,58,2024-06-17 15:32:28.763582,True
594.69772,False,59,2024-06-17 15:32:28.763582,True
692.89647,False,59,2024-06-17 15:32:28.763582,True
621.05650,False,59,2024-06-17 15:32:28.763582,True
654.22468,False,57,2024-06-17 15:32:28.763582,True
582.62363,False,58,2024-06-17 15:32:28.763582,True
721.23199,False,58,2024-06-17 15:32:28.763582,True
708.82348,False,60,2024-06-17 15:32:28.763582,True
552.89507,False,59,2024-06-17 15:32:28.763582,True
550.46203,False,59,2024-06-17 15:32:28.763582,True
620.62632,False,57,2024-06-17 15:32:28.763582,True
633.79612,False,59,2024-06-17 15:32:28.763582,True
607.84604,False,58,2024-06-17 15:32:28.763582,True
529.50264,False,58,2024-06-17 15:32:28.763582,True
687.07232,False,58,2024-06-17 15:32:28.763582,True
605.64603,False,59,2024-06-17 15:32:28.763582,True
631.90961,False,59,2024-06-17 15:32:28.763582,True
729.92898,False,59,2024-06-17 15:32:28.763582,True
628.73124,False,59,2024-06-17 15:32:28.763582,True
676.40468,False,59,2024-06-17 15:32:28.763582,True
649.19495,False,59,2024-06-17 15:32:28.763582,True
479.50091,False,58,2024-06-17 15:32:28.763582,True
618.99689,False,59,2024-06-17 15:32:28.763582,True
626.96216,False,58,2024-06-17 15:32:28.763582,True
603.02128,False,58,2024-06-17 15:32:28.763582,True
527.27071,False,58,2024-06-17 15:32:28.763582,True
500.67042,False,58,2024-06-17 15:32:28.763582,True
575.78669,False,57,2024-06-17 15:32:28.763582,True
624.08970,False,58,2024-06-17 15:32:28.763582,True
682.71222,False,59,2024-06-17 15:32:28.763582,True
615.49334,False,60,2024-06-17 15:32:28.763582,True
717.14368,False,60,2024-06-17 15:32:28.763582,True
577.89227,False,58,2024-06-17 15:32:28.763582,True
687.40324,False,58,2024-06-17 15:32:28.763582,True
576.32882,False,58,2024-06-17 15:32:28.763582,True
620.47948,False,59,2024-06-17 15:32:28.763582,True
494.27664,False,57,2024-06-17 15:32:28.763582,True
624.23257,False,58,2024-06-17 15:32:28.763582,True
596.73788,False,59,2024-06-17 15:32:28.763582,True
623.25509,False,59,2024-06-17 15:32:28.763582,True
576.12572,False,58,2024-06-17 15:32:28.763582,True
707.04510,False,59,2024-06-17 15:32:28.763582,True
587.64148,False,58,2024-06-17 15:32:28.763582,True
533.63383,False,58,2024-06-17 15:32:28.763582,True
941.83960,True,62,2024-06-17 15:44:20.555907,True
926.52850,False,65,2024-06-17 15:44:20.555907,True
600.08203,False,57,2024-06-17 15:44:20.555907,True
562.48312,False,57,2024-06-17 15:44:20.555907,True
750.70927,False,62,2024-06-17 15:44:20.555907,True
618.15482,False,58,2024-06-17 15:44:20.555907,True
792.60921,False,63,2024-06-17 15:44:20.555907,True
605.72865,False,57,2024-06-17 15:44:20.555907,True
933.63807,False,65,2024-06-17 15:44:20.555907,True
823.94560,False,64,2024-06-17 15:44:20.555907,True
516.44430,False,56,2024-06-17 15:44:20.555907,True
951.69823,True,58,2024-06-17 15:44:20.555907,True
604.07633,False,58,2024-06-17 15:44:20.555907,True
728.44430,False,62,2024-06-17 15:44:20.555907,True
581.66365,False,57,2024-06-17 15:44:20.555907,True
842.28385,False,64,2024-06-17 15:44:20.555907,True
664.88616,False,61,2024-06-17 15:44:20.555907,True
550.28946,False,56,2024-06-17 15:44:20.555907,True
959.39899,True,57,2024-06-17 15:44:20.555907,True
600.58808,False,57,2024-06-17 15:44:20.555907,True
739.79614,False,62,2024-06-17 15:44:20.555907,True
688.44096,False,61,2024-06-17 15:44:20.555907,True
590.83566,False,57,2024-06-17 15:44:20.555907,True
556.11700,False,56,2024-06-17 15:44:20.555907,True
525.69352,False,56,2024-06-17 15:44:20.555907,True
587.46590,False,57,2024-06-17 15:44:20.555907,True
859.91632,False,64,2024-06-17 15:44:20.555907,True
743.38797,False,63,2024-06-17 15:44:20.555907,True
690.31203,False,61,2024-06-17 15:44:20.555907,True
594.19435,False,57,2024-06-17 15:44:20.555907,True
776.88371,False,63,2024-06-17 15:44:20.555907,True
529.10027,False,56,2024-06-17 15:44:20.555907,True
534.33355,False,56,2024-06-17 15:44:20.555907,True
883.69107,False,67,2024-06-17 15:44:20.555907,True
601.24761,False,57,2024-06-17 15:44:20.555907,True
778.38362,False,63,2024-06-17 15:44:20.555907,True
739.69409,False,63,2024-06-17 15:44:20.555907,True
721.76938,False,62,2024-06-17 15:44:20.555907,True
753.02954,False,62,2024-06-17 15:44:20.555907,True
574.70917,False,57,2024-06-17 15:44:20.555907,True
595.28323,False,57,2024-06-17 15:44:20.555907,True
702.76878,False,62,2024-06-17 15:44:20.555907,True
964.76480,True,57,2024-06-17 15:44:20.555907,True
764.99408,False,63,2024-06-17 15:44:20.555907,True
997.20973,True,55,2024-06-17 15:44:20.555907,True
771.10511,False,63,2024-06-17 15:44:20.555907,True
861.48085,False,64,2024-06-17 15:44:20.555907,True
1023.44485,True,54,2024-06-17 15:44:20.555907,True
558.87760,False,56,2024-06-17 15:44:20.555907,True
528.78939,False,56,2024-06-17 15:44:20.555907,True
998.59034,True,55,2024-06-17 15:44:20.555907,True
827.40473,False,64,2024-06-17 15:44:20.555907,True
616.22696,False,57,2024-06-17 15:44:20.555907,True
613.58909,False,58,2024-06-17 15:44:20.555907,True
1011.08963,True,52,2024-06-17 15:44:20.555907,True
800.46421,False,63,2024-06-17 15:44:20.555907,True
597.19241,False,57,2024-06-17 15:44:20.555907,True
529.21713,False,56,2024-06-17 15:44:20.555907,True
778.38515,False,63,2024-06-17 15:44:20.555907,True
785.06844,False,63,2024-06-17 15:44:20.555907,True
759.27203,False,62,2024-06-17 15:44:20.555907,True
597.05020,False,57,2024-06-17 15:44:20.555907,True
868.65113,False,65,2024-06-17 15:44:20.555907,True
848.72074,False,63,2024-06-17 15:44:20.555907,True
947.81454,True,60,2024-06-17 15:44:20.555907,True
619.61678,False,58,2024-06-17 15:44:20.555907,True
594.60747,False,57,2024-06-17 15:44:20.555907,True
766.84630,False,63,2024-06-17 15:44:20.555907,True
547.77677,False,57,2024-06-17 15:44:20.555907,True
733.06728,False,62,2024-06-17 15:44:20.555907,True
923.75060,False,66,2024-06-17 15:44:20.555907,True
860.72133,False,63,2024-06-17 15:44:20.555907,True
511.67488,False,55,2024-06-17 15:44:20.555907,True
785.00376,False,63,2024-06-17 15:44:20.555907,True
564.89141,False,57,2024-06-17 15:44:20.555907,True
1026.90577,True,53,2024-06-17 15:44:20.555907,True
760.87313,False,62,2024-06-17 15:44:20.555907,True
625.92354,False,58,2024-06-17 15:44:20.555907,True
579.80456,False,57,2024-06-17 15:44:20.555907,True
724.20979,False,61,2024-06-17 15:44:20.555907,True
554.31797,False,56,2024-06-17 15:44:20.555907,True
961.97909,True,58,2024-06-17 15:44:20.555907,True
791.30574,False,64,2024-06-17 15:44:20.555907,True
840.34603,False,64,2024-06-17 15:44:20.555907,True
909.17399,False,64,2024-06-17 15:44:20.555907,True
506.59001,False,55,2024-06-17 15:44:20.555907,True
621.75848,False,58,2024-06-17 15:44:20.555907,True
619.31459,False,57,2024-06-17 15:44:20.555907,True
921.92478,False,64,2024-06-17 15:44:20.555907,True
786.48410,False,63,2024-06-17 15:44:20.555907,True
598.14428,False,57,2024-06-17 15:44:20.555907,True
768.08269,False,63,2024-06-17 15:44:20.555907,True
821.13881,False,64,2024-06-17 15:44:20.555907,True
696.90529,False,61,2024-06-17 15:44:20.555907,True
585.45835,False,57,2024-06-17 15:44:20.555907,True
815.68338,False,63,2024-06-17 15:44:20.555907,True
596.32982,False,58,2024-06-17 15:44:20.555907,True
531.09519,False,55,2024-06-17 15:44:20.555907,True
1027.35781,True,53,2024-06-17 15:44:20.555907,True
529.42220,False,56,2024-06-17 15:44:20.555907,True
581.87076,False,57,2024-06-17 16:02:37.138572,True
587.29420,False,58,2024-06-17 16:02:37.138572,True
579.59932,False,57,2024-06-17 16:02:37.138572,True
745.10191,False,63,2024-06-17 16:02:37.138572,True
735.63641,False,63,2024-06-17 16:02:37.138572,True
639.52399,False,59,2024-06-17 16:02:37.138572,True
563.99441,False,57,2024-06-17 16:02:37.138572,True
499.72309,False,57,2024-06-17 16:02:37.138572,True
608.80084,False,59,2024-06-17 16:02:37.138572,True
615.56102,False,58,2024-06-17 16:02:37.138572,True
548.80276,False,57,2024-06-17 16:02:37.138572,True
850.76094,False,64,2024-06-17 16:02:37.138572,True
538.08135,False,57,2024-06-17 16:02:37.138572,True
614.36709,False,57,2024-06-17 16:02:37.138572,True
785.78156,False,63,2024-06-17 16:02:37.138572,True
663.79857,False,59,2024-06-17 16:02:37.138572,True
777.62149,False,64,2024-06-17 16:02:37.138572,True
598.76931,False,57,2024-06-17 16:02:37.138572,True
605.66968,False,57,2024-06-17 16:02:37.138572,True
737.54488,False,63,2024-06-17 16:02:37.138572,True
480.82043,False,59,2024-06-17 16:02:37.138572,True
508.72424,False,58,2024-06-17 16:02:37.138572,True
598.39792,False,58,2024-06-17 16:02:37.138572,True
589.81819,False,58,2024-06-17 16:02:37.138572,True
794.10128,False,64,2024-06-17 16:02:37.138572,True
467.75788,False,59,2024-06-17 16:02:37.138572,True
565.61326,False,57,2024-06-17 16:02:37.138572,True
574.38987,False,57,2024-06-17 16:02:37.138572,True
860.11574,False,64,2024-06-17 16:02:37.138572,True
786.35549,False,64,2024-06-17 16:02:37.138572,True
829.23244,False,65,2024-06-17 16:02:37.138572,True
864.16121,False,65,2024-06-17 16:02:37.138572,True
559.06375,False,57,2024-06-17 16:02:37.138572,True
568.45808,False,57,2024-06-17 16:02:37.138572,True
579.26788,False,57,2024-06-17 16:02:37.138572,True
847.79288,False,64,2024-06-17 16:02:37.138572,True
825.79743,False,65,2024-06-17 16:02:37.138572,True
312.11254,False,55,2024-06-17 16:02:37.138572,True
715.46594,False,62,2024-06-17 16:02:37.138572,True
483.35056,False,56,2024-06-17 16:02:37.138572,True
539.34322,False,58,2024-06-17 16:02:37.138572,True
501.90832,False,57,2024-06-17 16:02:37.138572,True
769.06770,False,65,2024-06-17 16:02:37.138572,True
831.37931,False,65,2024-06-17 16:02:37.138572,True
625.45726,False,59,2024-06-17 16:02:37.138572,True
600.82817,False,58,2024-06-17 16:02:37.138572,True
870.23582,False,64,2024-06-17 16:02:37.138572,True
580.15629,False,58,2024-06-17 16:02:37.138572,True
609.58726,False,57,2024-06-17 16:02:37.138572,True
850.24617,False,66,2024-06-17 16:02:37.138572,True
597.72756,False,57,2024-06-17 16:02:37.138572,True
604.31592,False,58,2024-06-17 16:02:37.138572,True
536.24776,False,58,2024-06-17 16:02:37.138572,True
494.10564,False,57,2024-06-17 16:02:37.138572,True
757.52145,False,65,2024-06-17 16:02:37.138572,True
839.99741,False,65,2024-06-17 16:02:37.138572,True
736.13104,False,63,2024-06-17 16:02:37.138572,True
608.68068,False,59,2024-06-17 16:02:37.138572,True
524.02832,False,56,2024-06-17 16:02:37.138572,True
540.30776,False,56,2024-06-17 16:02:37.138572,True
433.70605,False,59,2024-06-17 16:02:37.138572,True
472.91390,False,58,2024-06-17 16:02:37.138572,True
551.76231,False,57,2024-06-17 16:02:37.138572,True
573.32373,False,57,2024-06-17 16:02:37.138572,True
559.18250,False,56,2024-06-17 16:02:37.138572,True
548.98309,False,56,2024-06-17 16:02:37.138572,True
556.45670,False,56,2024-06-17 16:02:37.138572,True
809.85419,False,64,2024-06-17 16:02:37.138572,True
537.67711,False,56,2024-06-17 16:02:37.138572,True
497.05581,False,58,2024-06-17 16:02:37.138572,True
609.70611,False,58,2024-06-17 16:02:37.138572,True
840.16224,False,65,2024-06-17 16:02:37.138572,True
551.28243,False,56,2024-06-17 16:02:37.138572,True
704.28035,False,63,2024-06-17 16:02:37.138572,True
427.23564,False,58,2024-06-17 16:02:37.138572,True
828.67129,False,66,2024-06-17 16:02:37.138572,True
503.71673,False,56,2024-06-17 16:02:37.138572,True
680.44257,False,62,2024-06-17 16:02:37.138572,True
748.19851,False,63,2024-06-17 16:02:37.138572,True
837.48206,False,65,2024-06-17 16:02:37.138572,True
817.67795,False,66,2024-06-17 16:02:37.138572,True
787.29020,False,66,2024-06-17 16:02:37.138572,True
910.59927,False,65,2024-06-17 16:02:37.138572,True
688.84962,False,62,2024-06-17 16:02:37.138572,True
700.31323,False,63,2024-06-17 16:02:37.138572,True
542.37484,False,57,2024-06-17 16:02:37.138572,True
534.65765,False,59,2024-06-17 16:02:37.138572,True
559.82611,False,57,2024-06-17 16:02:37.138572,True
593.41923,False,58,2024-06-17 16:02:37.138572,True
549.80168,False,57,2024-06-17 16:02:37.138572,True
622.33644,False,58,2024-06-17 16:02:37.138572,True
614.08205,False,58,2024-06-17 16:02:37.138572,True
811.00747,False,65,2024-06-17 16:02:37.138572,True
754.18233,False,64,2024-06-17 16:02:37.138572,True
578.60155,False,57,2024-06-17 16:02:37.138572,True
509.21073,False,56,2024-06-17 16:02:37.138572,True
644.85652,False,63,2024-06-17 16:02:37.138572,True
780.55372,False,65,2024-06-17 16:02:37.138572,True
597.23294,False,57,2024-06-17 16:02:37.138572,True
769.17494,False,64,2024-06-17 16:02:37.138572,True
598.22292,False,57,2024-06-17 16:10:59.599057,True
589.74114,False,57,2024-06-17 16:10:59.599057,True
588.58571,False,57,2024-06-17 16:10:59.599057,True
689.42972,False,59,2024-06-17 16:10:59.599057,True
678.46836,False,58,2024-06-17 16:10:59.599057,True
735.22560,False,59,2024-06-17 16:10:59.599057,True
738.79012,False,59,2024-06-17 16:10:59.599057,True
747.14135,False,59,2024-06-17 16:10:59.599057,True
675.34213,False,58,2024-06-17 16:10:59.599057,True
705.31316,False,59,2024-06-17 16:10:59.599057,True
689.03630,False,58,2024-06-17 16:10:59.599057,True
608.72451,False,57,2024-06-17 16:10:59.599057,True
629.45678,False,58,2024-06-17 16:10:59.599057,True
659.01867,False,59,2024-06-17 16:10:59.599057,True
704.10840,False,59,2024-06-17 16:10:59.599057,True
712.93478,False,59,2024-06-17 16:10:59.599057,True
695.57773,False,59,2024-06-17 16:10:59.599057,True
539.58859,False,56,2024-06-17 16:10:59.599057,True
636.50013,False,57,2024-06-17 16:10:59.599057,True
651.63118,False,57,2024-06-17 16:10:59.599057,True
649.60587,False,58,2024-06-17 16:10:59.599057,True
623.60504,False,58,2024-06-17 16:10:59.599057,True
630.49860,False,57,2024-06-17 16:10:59.599057,True
615.17116,False,58,2024-06-17 16:10:59.599057,True
697.27291,False,58,2024-06-17 16:10:59.599057,True
588.09338,False,57,2024-06-17 16:10:59.599057,True
654.16223,False,59,2024-06-17 16:10:59.599057,True
672.21471,False,58,2024-06-17 16:10:59.599057,True
683.32310,False,58,2024-06-17 16:10:59.599057,True
702.98855,False,58,2024-06-17 16:10:59.599057,True
698.18391,False,59,2024-06-17 16:10:59.599057,True
675.21606,False,59,2024-06-17 16:10:59.599057,True
603.59705,False,58,2024-06-17 16:10:59.599057,True
749.83582,False,60,2024-06-17 16:10:59.599057,True
589.07965,False,57,2024-06-17 16:10:59.599057,True
702.92942,False,58,2024-06-17 16:10:59.599057,True
655.74699,False,58,2024-06-17 16:10:59.599057,True
608.86122,False,57,2024-06-17 16:10:59.599057,True
633.29317,False,58,2024-06-17 16:10:59.599057,True
664.89868,False,58,2024-06-17 16:10:59.599057,True
598.00337,False,58,2024-06-17 16:10:59.599057,True
679.35729,False,59,2024-06-17 16:10:59.599057,True
602.32559,False,58,2024-06-17 16:10:59.599057,True
632.49446,False,58,2024-06-17 16:10:59.599057,True
660.69238,False,57,2024-06-17 16:10:59.599057,True
672.76041,False,59,2024-06-17 16:10:59.599057,True
711.69353,False,59,2024-06-17 16:10:59.599057,True
706.19658,False,59,2024-06-17 16:10:59.599057,True
624.63118,False,58,2024-06-17 16:10:59.599057,True
711.10675,False,58,2024-06-17 16:10:59.599057,True
845.59422,False,62,2024-06-17 16:10:59.599057,True
640.45178,False,58,2024-06-17 16:10:59.599057,True
673.72362,False,58,2024-06-17 16:10:59.599057,True
617.21841,False,58,2024-06-17 16:10:59.599057,True
630.82691,False,58,2024-06-17 16:10:59.599057,True
733.20669,False,59,2024-06-17 16:10:59.599057,True
650.71898,False,59,2024-06-17 16:10:59.599057,True
650.84181,False,58,2024-06-17 16:10:59.599057,True
679.35996,False,58,2024-06-17 16:10:59.599057,True
678.29558,False,59,2024-06-17 16:10:59.599057,True
715.24465,False,60,2024-06-17 16:10:59.599057,True
802.12253,False,60,2024-06-17 16:10:59.599057,True
651.04112,False,59,2024-06-17 16:10:59.599057,True
633.11070,False,58,2024-06-17 16:10:59.599057,True
607.03163,False,58,2024-06-17 16:10:59.599057,True
704.51557,False,59,2024-06-17 16:10:59.599057,True
747.12127,False,59,2024-06-17 16:10:59.599057,True
644.56809,False,58,2024-06-17 16:10:59.599057,True
652.80483,False,58,2024-06-17 16:10:59.599057,True
644.96401,False,58,2024-06-17 16:10:59.599057,True
602.90701,False,57,2024-06-17 16:10:59.599057,True
608.44378,False,58,2024-06-17 16:10:59.599057,True
727.90197,False,59,2024-06-17 16:10:59.599057,True
742.00671,False,60,2024-06-17 16:10:59.599057,True
590.96785,False,58,2024-06-17 16:10:59.599057,True
690.17228,False,59,2024-06-17 16:10:59.599057,True
686.89875,False,59,2024-06-17 16:10:59.599057,True
587.15199,False,57,2024-06-17 16:10:59.599057,True
634.41569,False,58,2024-06-17 16:10:59.599057,True
631.66081,False,58,2024-06-17 16:10:59.599057,True
679.26887,False,59,2024-06-17 16:10:59.599057,True
690.81921,False,59,2024-06-17 16:10:59.599057,True
660.54836,False,58,2024-06-17 16:10:59.599057,True
676.69154,False,59,2024-06-17 16:10:59.599057,True
555.83787,False,57,2024-06-17 16:10:59.599057,True
688.08398,False,59,2024-06-17 16:10:59.599057,True
689.46918,False,59,2024-06-17 16:10:59.599057,True
806.49251,False,60,2024-06-17 16:10:59.599057,True
618.75456,False,57,2024-06-17 16:10:59.599057,True
649.12921,False,58,2024-06-17 16:10:59.599057,True
728.48015,False,60,2024-06-17 16:10:59.599057,True
644.25902,False,58,2024-06-17 16:10:59.599057,True
586.30608,False,58,2024-06-17 16:10:59.599057,True
586.99549,False,57,2024-06-17 16:10:59.599057,True
647.54593,False,59,2024-06-17 16:10:59.599057,True
545.60650,False,57,2024-06-17 16:10:59.599057,True
606.05144,False,58,2024-06-17 16:10:59.599057,True
655.23578,False,59,2024-06-17 16:10:59.599057,True
663.02114,False,59,2024-06-17 16:10:59.599057,True
659.76217,False,57,2024-06-17 16:10:59.599057,True
553.29630,False,56,2024-06-17 16:19:52.890034,True
680.20578,False,59,2024-06-17 16:19:52.890034,True
575.62965,False,57,2024-06-17 16:19:52.890034,True
569.99979,False,57,2024-06-17 16:19:52.890034,True
647.59887,False,58,2024-06-17 16:19:52.890034,True
610.74343,False,57,2024-06-17 16:19:52.890034,True
509.03541,False,55,2024-06-17 16:19:52.890034,True
505.85690,False,56,2024-06-17 16:19:52.890034,True
465.59641,False,55,2024-06-17 16:19:52.890034,True
585.97779,False,57,2024-06-17 16:19:52.890034,True
465.95801,False,55,2024-06-17 16:19:52.890034,True
606.36320,False,57,2024-06-17 16:19:52.890034,True
507.54991,False,56,2024-06-17 16:19:52.890034,True
597.37874,False,58,2024-06-17 16:19:52.890034,True
609.97724,False,58,2024-06-17 16:19:52.890034,True
384.25021,False,56,2024-06-17 16:19:52.890034,True
