Reward,Win,Sprint,DateTime,ExperimentName
277.21260,False,55,2025-04-05 20:53:23.784989,remove_unnecessary_actions
204.32462,False,73,2025-04-05 20:53:23.784989,remove_unnecessary_actions
1358.02033,True,53,2025-04-05 20:53:23.784989,remove_unnecessary_actions
26.19423,False,64,2025-04-05 20:53:23.784989,remove_unnecessary_actions
173.36910,False,48,2025-04-05 20:53:23.784989,remove_unnecessary_actions
420.33563,False,72,2025-04-05 20:53:23.784989,remove_unnecessary_actions
1311.73262,True,84,2025-04-05 20:53:23.784989,remove_unnecessary_actions
1516.90303,True,58,2025-04-05 20:53:23.784989,remove_unnecessary_actions
59.19137,False,69,2025-04-05 20:53:23.784989,remove_unnecessary_actions
1372.80485,True,54,2025-04-05 20:53:23.784989,remove_unnecessary_actions
1396.87822,True,55,2025-04-05 20:53:23.784989,remove_unnecessary_actions
155.67604,False,51,2025-04-05 20:53:23.784989,remove_unnecessary_actions
246.86844,False,55,2025-04-05 20:53:23.784989,remove_unnecessary_actions
399.84528,False,79,2025-04-05 20:53:23.784989,remove_unnecessary_actions
121.26124,False,70,2025-04-05 20:53:23.784989,remove_unnecessary_actions
1488.11475,True,50,2025-04-05 20:53:23.784989,remove_unnecessary_actions
1367.85727,True,56,2025-04-05 20:53:23.784989,remove_unnecessary_actions
236.25062,False,65,2025-04-05 20:53:23.784989,remove_unnecessary_actions
396.55564,False,86,2025-04-05 20:53:23.784989,remove_unnecessary_actions
1321.83937,True,63,2025-04-05 20:53:23.784989,remove_unnecessary_actions
1364.14762,True,60,2025-04-05 20:53:23.784989,remove_unnecessary_actions
1341.05743,True,65,2025-04-05 20:53:23.784989,remove_unnecessary_actions
143.91290,False,57,2025-04-05 20:53:23.784989,remove_unnecessary_actions
1325.82312,True,63,2025-04-05 20:53:23.784989,remove_unnecessary_actions
229.15474,False,46,2025-04-05 20:53:23.784989,remove_unnecessary_actions
103.30780,False,48,2025-04-05 20:53:23.784989,remove_unnecessary_actions
27.13722,False,75,2025-04-05 20:53:23.784989,remove_unnecessary_actions
15.68971,False,46,2025-04-05 20:53:23.784989,remove_unnecessary_actions
590.04745,False,86,2025-04-05 20:53:23.784989,remove_unnecessary_actions
1339.18396,True,64,2025-04-05 20:53:23.784989,remove_unnecessary_actions
351.58762,False,60,2025-04-05 20:53:23.784989,remove_unnecessary_actions
264.09368,False,77,2025-04-05 20:53:23.784989,remove_unnecessary_actions
673.04069,False,92,2025-04-05 20:53:23.784989,remove_unnecessary_actions
1341.56889,True,58,2025-04-05 20:53:23.784989,remove_unnecessary_actions
108.85188,False,49,2025-04-05 20:53:23.784989,remove_unnecessary_actions
214.74196,False,87,2025-04-05 20:53:23.784989,remove_unnecessary_actions
103.83406,False,50,2025-04-05 20:53:23.784989,remove_unnecessary_actions
1363.91523,True,54,2025-04-05 20:53:23.784989,remove_unnecessary_actions
326.28944,False,58,2025-04-05 20:53:23.784989,remove_unnecessary_actions
1411.74329,True,51,2025-04-05 20:53:23.784989,remove_unnecessary_actions
1555.75872,True,56,2025-04-05 20:53:23.784989,remove_unnecessary_actions
1365.46252,True,62,2025-04-05 20:53:23.784989,remove_unnecessary_actions
1591.04370,True,48,2025-04-05 20:53:23.784989,remove_unnecessary_actions
34.22124,False,82,2025-04-05 20:53:23.784989,remove_unnecessary_actions
1360.39854,True,62,2025-04-05 20:53:23.784989,remove_unnecessary_actions
183.41878,False,58,2025-04-05 20:53:23.784989,remove_unnecessary_actions
