Reward,Win,Sprint,DateTime,ExperimentName
742.39269,False,68,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
497.64996,False,62,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
615.04307,False,65,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
710.03247,False,66,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
330.55825,False,59,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
716.69565,False,66,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
412.31930,False,60,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
730.60144,False,68,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
799.88458,False,68,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
716.34462,False,66,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
646.76253,False,65,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
672.73022,False,66,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
934.47938,False,70,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
346.58342,False,59,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
615.14580,False,64,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
644.30578,False,65,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
735.36126,False,66,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
754.90144,False,67,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
409.85616,False,61,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
683.34105,False,67,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
661.09108,False,65,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
676.11237,False,67,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
687.60288,False,66,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
653.07648,False,65,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
608.59078,False,64,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
638.00940,False,65,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
613.00237,False,65,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
792.06621,False,68,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
742.56764,False,67,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
675.71139,False,66,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
617.34003,False,66,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
651.91197,False,65,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
712.16367,False,66,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
573.40180,False,64,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
838.08956,False,70,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
819.60876,False,68,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
659.99838,False,66,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
710.84298,False,67,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
323.24697,False,59,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
710.57081,False,66,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
729.47333,False,68,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
698.82084,False,66,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
626.13123,False,65,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
387.71849,False,61,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
631.28966,False,64,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
786.22086,False,68,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
604.29261,False,65,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
667.93518,False,66,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
682.48028,False,66,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
457.06372,False,61,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
779.27957,False,68,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
620.31753,False,65,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
648.03794,False,66,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
626.15341,False,66,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
748.69208,False,68,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
653.49489,False,66,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
910.78440,False,70,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
349.34381,False,59,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
709.88399,False,67,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
768.86080,False,66,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
392.81047,False,59,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
607.26354,False,64,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
701.74902,False,67,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
787.97103,False,67,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
832.31394,False,69,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
646.55625,False,66,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
681.35577,False,66,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
394.82049,False,59,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
712.99493,False,67,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
562.91572,False,65,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
750.38481,False,67,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
672.91724,False,65,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
370.36451,False,59,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
776.37629,False,68,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
802.75912,False,68,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
726.56872,False,67,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
826.70244,False,68,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
329.68608,False,58,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
712.66130,False,67,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
852.90990,False,69,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
680.48619,False,66,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
861.28766,False,68,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
634.32163,False,64,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
593.04342,False,64,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
611.23727,False,66,2024-10-17 18:16:28.200483,PPO_Discrete_Logits_Guided
