Trajectory,Reward,DateTime,ExperimentName
0,-98.03428,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
1,-201.47484,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
2,-252.01743,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
3,-25.71111,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
4,176.24167,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
5,-6.32057,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
6,146.17715,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
7,-133.10889,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
8,165.24167,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
9,-71.04389,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
10,176.24167,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
11,208.80269,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
12,102.07431,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
13,-250.64163,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
14,-174.08718,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
15,94.29563,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
16,204.24167,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
17,4.69766,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
18,-41.76789,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
19,-120.35947,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
20,-200.49171,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
21,39.75344,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
22,200.79322,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
23,205.24167,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
24,97.31814,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
25,205.24167,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
26,-77.58154,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
27,204.24167,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
28,-14.68364,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
29,103.76814,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
30,-58.67753,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
31,250.79527,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
32,205.24167,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
33,-1.93475,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
34,-252.59329,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
35,207.08591,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
36,-43.93733,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
37,147.24167,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
38,114.61126,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
39,205.24167,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
40,-185.13756,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
41,136.57078,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
42,-198.94493,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
43,91.54066,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
44,-36.84159,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
45,205.24167,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
46,-144.59905,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
47,-67.41082,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
48,109.03786,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
49,-66.41082,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
50,165.24167,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
51,94.02624,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
52,-106.53892,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
53,-65.50576,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
54,-147.63396,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
55,205.24167,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
56,-38.14518,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
57,-74.51280,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
58,-241.86549,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
59,205.24167,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
60,147.24167,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
61,-153.60543,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
62,-187.80726,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
63,97.63346,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
64,115.79645,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
65,-203.13843,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
66,30.40925,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
67,205.24167,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
68,-70.02206,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
69,205.24167,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
70,-254.68536,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
71,-24.88102,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
72,-171.94151,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
73,44.71708,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
74,-12.40369,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
75,-148.26911,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
76,-66.41082,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
77,-1.53243,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
78,156.04516,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
79,176.24167,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
80,-57.75840,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
81,-143.50119,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
82,54.67026,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
83,176.24167,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
84,-26.95136,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
85,205.24167,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
86,-66.41082,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
87,-233.53245,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
88,8.66750,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
89,-226.44561,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
90,-254.49344,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
91,176.24167,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
92,205.24167,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
93,98.95773,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
94,176.24167,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
95,-67.01401,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
96,205.24167,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
97,205.24167,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
98,-8.25159,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
99,66.04313,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
100,105.55969,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
101,-188.13181,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
102,-57.81248,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
103,3.69438,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
104,204.24167,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
105,38.80425,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
106,-23.23740,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
107,136.00634,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
108,118.24167,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
109,-149.36345,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
110,-212.99343,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
111,176.24167,2024-10-16 18:01:24.513869,PPO_Discrete_Logits_Guided_Advantage
