0
5
4
4
15
21
8
30
18
6
21
26
30
27
21
26
25
22
36
28
29
21
29
29
29
29
25
29
27
29
6
28
28
6
28
27
26
29
25
26
29
29
28
28
29
29
29
29
29
29
29
6
29
26
6
29
29
29
29
29
28
28
28
28
29
28
28
6
31
29
29
29
28
29
26
29
26
29
29
28
28
29
29
29
28
29
29
29
29
28
29
28
29
29
29
6
29
28
29
6
29
